,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
686,1706,138,4,155.0,3,2,4,324,9,Big Spenders
810,1832,43,6,154.75,4,4,4,444,12,Best Customers
2783,3856,272,6,154.6,2,4,4,244,10,Big Spenders
2878,3956,376,6,154.44,1,4,4,144,9,Big Spenders
3660,4759,313,2,154.35,1,1,4,114,6,Big Spenders
286,1296,37,6,154.34,4,4,4,444,12,Best Customers
1334,2374,190,5,154.3,2,3,4,234,9,Big Spenders
2330,3398,294,4,154.3,1,2,4,124,7,Big Spenders
3844,4947,42,5,154.25,4,3,4,434,11,Big Spenders
1358,2400,283,4,154.14999999999998,1,2,4,124,7,Big Spenders
1535,2584,249,8,153.97,2,4,4,244,10,Big Spenders
3469,4566,122,6,153.96,3,4,4,344,11,Big Spenders
3431,4526,128,9,153.76,3,4,4,344,11,Big Spenders
190,1197,38,6,153.6,4,4,4,444,12,Best Customers
1902,2957,33,7,153.56,4,4,4,444,12,Best Customers
363,1373,164,3,153.4,2,2,4,224,8,Big Spenders
1905,2961,44,6,153.36,4,4,4,444,12,Best Customers
523,1534,139,4,153.31,3,2,4,324,9,Big Spenders
2088,3148,277,4,153.16,2,2,4,224,8,Big Spenders
3429,4524,4,8,153.0,4,4,4,444,12,Best Customers
1597,2648,52,5,152.7,4,3,4,434,11,Big Spenders
265,1275,73,10,152.56,3,4,4,344,11,Big Spenders
3596,4694,42,8,152.54,4,4,4,444,12,Best Customers
1762,2814,70,7,152.42000000000002,3,4,4,344,11,Big Spenders
412,1422,87,7,152.4,3,4,4,344,11,Big Spenders
2938,4018,43,7,152.1,4,4,4,444,12,Best Customers
2532,3603,334,4,152.04,1,2,4,124,7,Big Spenders
3687,4788,246,5,152.02,2,3,4,234,9,Big Spenders
2212,3276,183,4,151.8,2,2,4,224,8,Big Spenders
493,1504,30,5,151.7,4,3,4,434,11,Big Spenders
630,1646,124,7,151.66,3,4,4,344,11,Big Spenders
2922,4002,118,6,151.55,3,4,4,344,11,Big Spenders
3864,4967,98,5,151.4,3,3,4,334,10,Big Spenders
1072,2100,78,6,151.14000000000001,3,4,4,344,11,Big Spenders
2325,3393,53,6,151.14000000000001,4,4,4,444,12,Best Customers
3224,4312,16,5,151.06,4,3,4,434,11,Big Spenders
609,1624,8,3,151.0,4,2,4,424,10,Big Spenders
606,1621,313,5,150.72,1,3,4,134,8,Big Spenders
3452,4548,153,7,150.70000000000002,2,4,4,244,10,Big Spenders
3130,4215,183,4,150.70000000000002,2,2,4,224,8,Big Spenders
2740,3812,47,8,150.65,4,4,4,444,12,Best Customers
3763,4864,26,10,150.58,4,4,4,444,12,Best Customers
2223,3287,331,4,150.45000000000002,1,2,4,124,7,Big Spenders
2474,3545,30,4,150.4,4,2,4,424,10,Big Spenders
1376,2421,38,7,150.3,4,4,4,444,12,Best Customers
1421,2466,81,4,150.2,3,2,4,324,9,Big Spenders
972,1997,2,6,150.12,4,4,4,444,12,Best Customers
2964,4045,8,4,149.9,4,2,4,424,10,Big Spenders
2258,3322,80,6,149.8,3,4,4,344,11,Big Spenders
90,1094,113,8,149.79,3,4,4,344,11,Big Spenders
3673,4773,51,7,149.5,4,4,4,444,12,Best Customers
2550,3621,58,7,149.45,3,4,4,344,11,Big Spenders
1897,2952,35,5,149.36,4,3,4,434,11,Big Spenders
1562,2612,213,7,149.25,2,4,4,244,10,Big Spenders
58,1061,116,5,149.1,3,3,4,334,10,Big Spenders
2621,3692,73,5,149.1,3,3,4,334,10,Big Spenders
127,1133,149,5,148.94,2,3,4,234,9,Big Spenders
2403,3472,244,3,148.8,2,2,4,224,8,Big Spenders
1114,2144,359,5,148.60000000000002,1,3,4,134,8,Big Spenders
1499,2547,36,5,148.6,4,3,4,434,11,Big Spenders
1781,2835,82,7,148.52,3,4,4,344,11,Big Spenders
1020,2045,23,7,148.4,4,4,4,444,12,Best Customers
2963,4044,29,4,148.4,4,2,4,424,10,Big Spenders
498,1509,0,6,148.4,4,4,4,444,12,Best Customers
2322,3389,135,5,148.4,3,3,4,334,10,Big Spenders
3636,4734,38,3,148.3,4,2,4,424,10,Big Spenders
2020,3077,121,6,148.01,3,4,4,344,11,Big Spenders
587,1602,123,7,148.0,3,4,4,344,11,Big Spenders
2487,3558,102,4,148.0,3,2,4,324,9,Big Spenders
2711,3783,191,7,148.0,2,4,4,244,10,Big Spenders
2440,3511,45,7,147.94,4,4,4,444,12,Best Customers
2630,3701,247,4,147.68,2,2,4,224,8,Big Spenders
3776,4877,54,6,147.41,4,4,4,444,12,Best Customers
2370,3438,3,6,147.35,4,4,4,444,12,Best Customers
1342,2383,86,5,147.29000000000002,3,3,4,334,10,Big Spenders
2145,3207,34,4,147.20000000000002,4,2,4,424,10,Big Spenders
2871,3948,198,5,147.02,2,3,4,234,9,Big Spenders
2511,3582,196,6,146.61,2,4,4,244,10,Big Spenders
843,1865,27,6,146.6,4,4,4,444,12,Best Customers
319,1329,221,5,146.6,2,3,4,234,9,Big Spenders
3677,4778,128,5,146.4,3,3,4,334,10,Big Spenders
220,1229,285,3,146.4,1,2,4,124,7,Big Spenders
2447,3518,65,6,146.35,3,4,4,344,11,Big Spenders
1089,2117,53,3,146.28,4,2,4,424,10,Big Spenders
3298,4388,285,4,146.25,1,2,4,124,7,Big Spenders
2115,3175,37,6,146.20000000000002,4,4,4,444,12,Best Customers
1043,2069,181,5,146.1,2,3,4,234,9,Big Spenders
2132,3194,241,6,145.8,2,4,4,244,10,Big Spenders
553,1566,41,9,145.76,4,4,4,444,12,Best Customers
3209,4297,64,8,145.52,3,4,4,344,11,Big Spenders
3587,4685,56,6,145.5,4,4,4,444,12,Best Customers
323,1333,99,6,145.5,3,4,4,344,11,Big Spenders
643,1659,30,7,145.5,4,4,4,444,12,Best Customers
1552,2602,19,6,145.44,4,4,4,444,12,Best Customers
1603,2654,35,6,145.3,4,4,4,444,12,Best Customers
789,1811,98,7,145.29999999999998,3,4,4,344,11,Big Spenders
1030,2056,36,6,145.23000000000002,4,4,4,444,12,Best Customers
2033,3090,56,9,145.22,4,4,4,444,12,Best Customers
3750,4851,10,5,145.2,4,3,4,434,11,Big Spenders
273,1283,47,7,145.2,4,4,4,444,12,Best Customers
2949,4030,8,5,145.05,4,3,4,434,11,Big Spenders
255,1264,23,6,145.0,4,4,4,444,12,Best Customers
3850,4953,81,4,144.9,3,2,4,324,9,Big Spenders
1941,2997,0,5,144.87,4,3,4,434,11,Big Spenders
2702,3774,13,4,144.7,4,2,4,424,10,Big Spenders
2015,3072,205,5,144.65,2,3,4,234,9,Big Spenders
2437,3508,137,7,144.61,3,4,4,344,11,Big Spenders
3188,4275,110,5,144.6,3,3,4,334,10,Big Spenders
1694,2745,245,6,144.6,2,4,4,244,10,Big Spenders
2436,3507,50,7,144.4,4,4,4,444,12,Best Customers
115,1120,95,6,144.39,3,4,4,344,11,Big Spenders
2043,3101,13,6,144.1,4,4,4,444,12,Best Customers
1800,2854,325,4,144.02,1,2,4,124,7,Big Spenders
3706,4807,195,6,144.0,2,4,4,244,10,Big Spenders
2014,3071,200,4,143.85,2,2,4,224,8,Big Spenders
3301,4391,279,6,143.84,2,4,4,244,10,Big Spenders
1533,2582,46,2,143.8,4,1,4,414,9,Big Spenders
2655,3727,225,5,143.79999999999998,2,3,4,234,9,Big Spenders
3349,4442,32,5,143.70000000000002,4,3,4,434,11,Big Spenders
3180,4267,81,6,143.7,3,4,4,344,11,Big Spenders
2617,3688,68,3,143.66,3,2,4,324,9,Big Spenders
3332,4424,75,3,143.64999999999998,3,2,4,324,9,Big Spenders
3583,4681,110,4,143.62,3,2,4,324,9,Big Spenders
473,1484,84,3,143.6,3,2,4,324,9,Big Spenders
2203,3266,66,7,143.55,3,4,4,344,11,Big Spenders
1329,2369,74,4,143.5,3,2,4,324,9,Big Spenders
2435,3505,80,6,143.2,3,4,4,344,11,Big Spenders
1989,3045,279,4,143.15,2,2,4,224,8,Big Spenders
1782,2836,1,5,143.12,4,3,4,434,11,Big Spenders
1409,2454,50,7,143.1,4,4,4,444,12,Best Customers
3460,4557,72,4,143.0,3,2,4,324,9,Big Spenders
2944,4024,75,6,142.9,3,4,4,344,11,Big Spenders
3494,4592,22,6,142.9,4,4,4,444,12,Best Customers
3237,4325,77,4,142.7,3,2,4,324,9,Big Spenders
3467,4564,56,6,142.26000000000002,4,4,4,444,12,Best Customers
2342,3410,62,7,142.24,3,4,4,344,11,Big Spenders
817,1839,82,5,142.20000000000002,3,3,4,334,10,Big Spenders
196,1204,160,7,142.10000000000002,2,4,4,244,10,Big Spenders
1361,2403,29,4,142.1,4,2,4,424,10,Big Spenders
2731,3803,7,6,142.05,4,4,4,444,12,Best Customers
1235,2272,116,6,142.0,3,4,4,344,11,Big Spenders
570,1584,173,5,141.95000000000002,2,3,4,234,9,Big Spenders
1543,2592,90,6,141.94,3,4,4,344,11,Big Spenders
2273,3337,203,5,141.86,2,3,4,234,9,Big Spenders
1208,2244,276,6,141.8,2,4,4,244,10,Big Spenders
1946,3002,139,5,141.6,3,3,4,334,10,Big Spenders
3696,4797,179,5,141.6,2,3,4,234,9,Big Spenders
3814,4916,304,5,141.5,1,3,4,134,8,Big Spenders
2057,3116,385,5,141.39999999999998,1,3,4,134,8,Big Spenders
3352,4445,29,6,141.2,4,4,4,444,12,Best Customers
872,1894,88,4,141.2,3,2,4,324,9,Big Spenders
920,1943,91,5,140.86,3,3,4,334,10,Big Spenders
312,1322,72,4,140.64000000000001,3,2,4,324,9,Big Spenders
1636,2687,107,4,140.6,3,2,4,324,9,Big Spenders
2757,3829,150,3,140.6,2,2,4,224,8,Big Spenders
1256,2293,11,8,140.56,4,4,4,444,12,Best Customers
3446,4541,256,4,140.4,2,2,4,224,8,Big Spenders
2646,3718,73,6,140.4,3,4,4,344,11,Big Spenders
2500,3571,19,6,140.20000000000002,4,4,4,444,12,Best Customers
1908,2964,141,5,140.2,3,3,4,334,10,Big Spenders
799,1821,223,3,140.2,2,2,4,224,8,Big Spenders
3731,4832,27,5,140.02,4,3,4,434,11,Big Spenders
1015,2040,84,6,140.0,3,4,4,344,11,Big Spenders
2737,3809,281,4,139.89999999999998,1,2,4,124,7,Big Spenders
993,2018,127,5,139.6,3,3,4,334,10,Big Spenders
2804,3881,267,5,139.55,2,3,4,234,9,Big Spenders
331,1341,61,4,139.4,3,2,4,324,9,Big Spenders
446,1457,355,6,139.39999999999998,1,4,4,144,9,Big Spenders
1357,2399,321,5,139.3,1,3,4,134,8,Big Spenders
1017,2042,41,6,139.24,4,4,4,444,12,Best Customers
2044,3102,26,4,139.22,4,2,4,424,10,Big Spenders
3563,4661,234,7,139.1,2,4,4,244,10,Big Spenders
2669,3741,39,4,139.1,4,2,4,424,10,Big Spenders
230,1239,121,7,139.0,3,4,4,344,11,Big Spenders
2747,3819,185,2,138.79999999999998,2,1,4,214,7,Big Spenders
3869,4972,327,6,138.7,1,4,4,144,9,Big Spenders
2455,3526,126,5,138.63,3,3,4,334,10,Big Spenders
1335,2375,21,5,138.6,4,3,4,434,11,Big Spenders
78,1081,241,5,138.6,2,3,4,234,9,Big Spenders
3118,4202,28,6,138.4,4,4,4,444,12,Best Customers
2412,3481,87,4,138.4,3,2,4,324,9,Big Spenders
3213,4301,10,4,138.26,4,2,4,424,10,Big Spenders
1252,2289,56,7,137.84,4,4,4,444,12,Best Customers
3648,4746,21,6,137.8,4,4,4,444,12,Best Customers
1040,2066,223,4,137.70000000000002,2,2,4,224,8,Big Spenders
406,1416,130,6,137.70000000000002,3,4,4,344,11,Big Spenders
1273,2310,281,4,137.68,1,2,4,124,7,Big Spenders
3848,4951,36,6,137.6,4,4,4,444,12,Best Customers
2599,3670,378,4,137.55,1,2,4,124,7,Big Spenders
916,1939,61,5,137.52,3,3,4,334,10,Big Spenders
3010,4092,91,4,137.50000000000003,3,2,4,324,9,Big Spenders
2428,3498,274,4,137.5,2,2,4,224,8,Big Spenders
2110,3170,27,3,137.4,4,2,4,424,10,Big Spenders
2606,3677,30,5,137.15,4,3,4,434,11,Big Spenders
3176,4262,75,7,137.1,3,4,4,344,11,Big Spenders
2400,3469,224,5,137.0,2,3,4,234,9,Big Spenders
894,1917,154,5,137.0,2,3,4,234,9,Big Spenders
1387,2432,18,7,137.0,4,4,4,444,12,Best Customers
2827,3904,233,3,137.0,2,2,4,224,8,Big Spenders
317,1327,143,8,136.92000000000002,2,4,4,244,10,Big Spenders
151,1157,452,2,136.9,1,1,4,114,6,Big Spenders
3047,4131,276,4,136.8,2,2,4,224,8,Big Spenders
1439,2484,140,5,136.75,3,3,4,334,10,Big Spenders
2359,3427,246,4,136.7,2,2,4,224,8,Big Spenders
2771,3844,104,7,136.6,3,4,4,344,11,Big Spenders
2768,3841,164,6,136.38000000000002,2,4,4,244,10,Big Spenders
530,1542,145,6,136.20000000000002,2,4,4,244,10,Big Spenders
159,1165,1,4,136.2,4,2,4,424,10,Big Spenders
2228,3292,108,3,136.2,3,2,4,324,9,Big Spenders
548,1561,158,7,136.15,2,4,4,244,10,Big Spenders
2616,3687,8,5,136.09,4,3,4,434,11,Big Spenders
3137,4222,3,4,135.99,4,2,4,424,10,Big Spenders
3476,4574,30,6,135.9,4,4,4,444,12,Best Customers
2282,3347,208,5,135.8,2,3,4,234,9,Big Spenders
1448,2494,118,4,135.8,3,2,4,324,9,Big Spenders
1218,2254,340,5,135.7,1,3,4,134,8,Big Spenders
3000,4082,243,5,135.7,2,3,4,234,9,Big Spenders
608,1623,58,5,135.7,3,3,4,334,10,Big Spenders
3211,4299,138,6,135.69,3,4,4,344,11,Big Spenders
2420,3489,42,5,135.6,4,3,4,434,11,Big Spenders
3885,4988,10,5,135.4,4,3,4,434,11,Big Spenders
1709,2760,144,9,135.4,2,4,4,244,10,Big Spenders
3026,4108,94,5,135.35,3,3,4,334,10,Big Spenders
2710,3782,330,7,135.34,1,4,4,144,9,Big Spenders
3247,4335,25,7,135.32000000000002,4,4,4,444,12,Best Customers
1889,2944,332,4,135.3,1,2,4,124,7,Big Spenders
777,1798,363,8,135.2,1,4,4,144,9,Big Spenders
925,1948,127,6,135.15,3,4,4,344,11,Big Spenders
3453,4550,51,6,135.1,4,4,4,444,12,Best Customers
2346,3414,68,4,135.0,3,2,4,324,9,Big Spenders
2677,3749,296,4,134.98000000000002,1,2,4,124,7,Big Spenders
3474,4572,62,5,134.79999999999998,3,3,4,334,10,Big Spenders
1392,2437,45,5,134.7,4,3,4,434,11,Big Spenders
2865,3942,50,8,134.61,4,4,4,444,12,Best Customers
3327,4418,87,4,134.6,3,2,4,324,9,Big Spenders
1216,2252,83,6,134.57,3,4,4,344,11,Big Spenders
3266,4356,29,3,134.5,4,2,4,424,10,Big Spenders
2975,4056,71,6,134.45,3,4,4,344,11,Big Spenders
1546,2595,341,5,134.45,1,3,4,134,8,Big Spenders
1301,2340,32,7,134.4,4,4,4,444,12,Best Customers
1003,2028,10,6,134.29,4,4,4,444,12,Best Customers
2885,3963,104,5,134.25,3,3,4,334,10,Big Spenders
2451,3522,98,2,134.2,3,1,4,314,8,Big Spenders
3470,4567,89,6,134.0,3,4,4,344,11,Big Spenders
1733,2784,47,5,133.95,4,3,4,434,11,Big Spenders
3889,4992,193,4,133.9,2,2,4,224,8,Big Spenders
1371,2415,144,4,133.9,2,2,4,224,8,Big Spenders
2546,3617,257,5,133.9,2,3,4,234,9,Big Spenders
3535,4633,135,4,133.8,3,2,4,324,9,Big Spenders
3719,4820,23,7,133.8,4,4,4,444,12,Best Customers
1720,2771,126,3,133.70000000000002,3,2,4,324,9,Big Spenders
712,1733,190,4,133.6,2,2,4,224,8,Big Spenders
3054,4138,81,5,133.39000000000001,3,3,4,334,10,Big Spenders
1795,2849,36,5,133.35000000000002,4,3,4,434,11,Big Spenders
3348,4441,51,6,133.3,4,4,4,444,12,Best Customers
1922,2978,35,5,133.3,4,3,4,434,11,Big Spenders
138,1144,76,7,133.25,3,4,4,344,11,Big Spenders
795,1817,131,5,133.20000000000002,3,3,4,334,10,Big Spenders
2802,3878,155,5,133.0,2,3,4,234,9,Big Spenders
1734,2785,73,5,132.96,3,3,4,334,10,Big Spenders
2926,4006,12,4,132.81,4,2,4,424,10,Big Spenders
2126,3186,35,5,132.8,4,3,4,434,11,Big Spenders
1492,2540,300,6,132.7,1,4,4,144,9,Big Spenders
1718,2769,152,5,132.63,2,3,4,234,9,Big Spenders
2261,3325,31,5,132.62,4,3,4,434,11,Big Spenders
604,1619,62,4,132.61,3,2,4,324,9,Big Spenders
2084,3144,136,4,132.52,3,2,4,324,9,Big Spenders
2671,3743,238,6,132.5,2,4,4,244,10,Big Spenders
2608,3679,7,6,132.39000000000001,4,4,4,444,12,Best Customers
3022,4104,30,7,132.35,4,4,4,444,12,Best Customers
2205,3268,54,7,132.27,4,4,4,444,12,Best Customers
705,1726,4,5,132.1,4,3,4,434,11,Big Spenders
332,1342,314,5,132.05,1,3,4,134,8,Big Spenders
601,1616,22,6,132.0,4,4,4,444,12,Best Customers
2106,3166,246,6,131.8,2,4,4,244,10,Big Spenders
2770,3843,74,4,131.8,3,2,4,324,9,Big Spenders
2121,3181,17,6,131.70000000000002,4,4,4,444,12,Best Customers
3072,4156,149,4,131.64,2,2,4,224,8,Big Spenders
2486,3557,163,4,131.63,2,2,4,224,8,Big Spenders
2381,3450,6,7,131.56,4,4,4,444,12,Best Customers
346,1356,113,4,131.44,3,3,4,334,10,Big Spenders
1247,2284,287,4,131.4,1,3,4,134,8,Big Spenders
1696,2747,122,6,131.29999999999998,3,4,4,344,11,Big Spenders
3167,4252,264,3,131.16,2,2,4,224,8,Big Spenders
3200,4288,47,5,131.0,4,3,4,434,11,Big Spenders
2427,3497,36,5,131.0,4,3,4,434,11,Big Spenders
1969,3025,72,4,131.0,3,3,4,334,10,Big Spenders
529,1540,34,4,130.9,4,3,4,434,11,Big Spenders
3172,4258,19,5,130.7,4,3,4,434,11,Big Spenders
496,1507,191,5,130.6,2,3,4,234,9,Big Spenders
216,1225,224,7,130.6,2,4,4,244,10,Big Spenders
3179,4266,152,5,130.5,2,3,4,234,9,Big Spenders
3079,4163,214,6,130.5,2,4,4,244,10,Big Spenders
2196,3258,224,6,130.34,2,4,4,244,10,Big Spenders
3408,4503,11,5,130.3,4,3,4,434,11,Big Spenders
2220,3284,41,7,130.20000000000002,4,4,4,444,12,Best Customers
1476,2523,179,5,130.06,2,3,4,234,9,Big Spenders
3041,4124,112,7,130.05,3,4,4,344,11,Big Spenders
3126,4211,470,5,130.0,1,3,4,134,8,Big Spenders
1625,2676,53,5,129.9,4,3,4,434,11,Big Spenders
1771,2825,1,5,129.9,4,3,4,434,11,Big Spenders
2068,3128,122,4,129.8,3,3,4,334,10,Big Spenders
26,1027,227,4,129.70000000000002,2,3,4,234,9,Big Spenders
3189,4277,24,7,129.66,4,4,4,444,12,Best Customers
3045,4129,53,7,129.64,4,4,4,444,12,Best Customers
3430,4525,84,6,129.39999999999998,3,4,4,344,11,Big Spenders
102,1107,90,8,129.38,3,4,4,344,11,Big Spenders
3249,4337,65,3,129.34,3,2,4,324,9,Big Spenders
59,1062,103,5,129.32,3,3,4,334,10,Big Spenders
1407,2452,141,3,129.16,3,2,4,324,9,Big Spenders
1317,2356,121,5,129.0,3,3,4,334,10,Big Spenders
3594,4692,64,4,129.0,3,3,4,334,10,Big Spenders
2430,3500,162,5,128.95000000000002,2,3,4,234,9,Big Spenders
2614,3685,126,3,128.95,3,2,4,324,9,Big Spenders
3539,4637,230,5,128.9,2,3,4,234,9,Big Spenders
3013,4095,1,3,128.9,4,2,4,424,10,Big Spenders
1181,2215,34,7,128.8,4,4,4,444,12,Best Customers
3335,4427,333,5,128.7,1,3,4,134,8,Big Spenders
3390,4485,158,4,128.55,2,3,4,234,9,Big Spenders
3420,4515,198,7,128.5,2,4,4,244,10,Big Spenders
3252,4340,5,6,128.5,4,4,4,444,12,Best Customers
2170,3232,12,7,128.45000000000002,4,4,4,444,12,Best Customers
1278,2315,10,7,128.42000000000002,4,4,4,444,12,Best Customers
1153,2186,120,6,128.25,3,4,4,344,11,Big Spenders
3085,4169,36,6,128.20000000000002,4,4,4,444,12,Best Customers
2024,3081,463,5,128.03,1,3,4,134,8,Big Spenders
591,1606,49,4,127.99999999999999,4,3,4,434,11,Big Spenders
1160,2194,208,5,127.91,2,3,4,234,9,Big Spenders
737,1758,307,3,127.84,1,2,4,124,7,Big Spenders
1706,2757,14,3,127.80000000000001,4,2,4,424,10,Big Spenders
738,1759,95,3,127.8,3,2,4,324,9,Big Spenders
3450,4546,118,4,127.7,3,3,4,334,10,Big Spenders
1457,2504,138,5,127.7,3,3,4,334,10,Big Spenders
1274,2311,59,6,127.7,3,4,4,344,11,Big Spenders
856,1878,33,9,127.61,4,4,4,444,12,Best Customers
2289,3354,31,6,127.60000000000001,4,4,4,444,12,Best Customers
1035,2061,3,4,127.6,4,3,4,434,11,Big Spenders
489,1500,284,6,127.52000000000001,1,4,4,144,9,Big Spenders
1806,2860,10,6,127.48,4,4,4,444,12,Best Customers
3679,4780,102,7,127.22,3,4,4,344,11,Big Spenders
652,1668,131,4,127.2,3,3,4,334,10,Big Spenders
3110,4194,233,6,127.2,2,4,4,244,10,Big Spenders
3779,4880,475,2,127.1,1,1,4,114,6,Big Spenders
2434,3504,55,4,127.08,4,3,4,434,11,Big Spenders
2230,3294,180,6,127.05000000000001,2,4,4,244,10,Big Spenders
3080,4164,461,4,127.05000000000001,1,3,4,134,8,Big Spenders
1129,2160,85,6,126.96000000000001,3,4,4,344,11,Big Spenders
3076,4160,140,6,126.92,3,4,4,344,11,Big Spenders
906,1929,173,7,126.9,2,4,4,244,10,Big Spenders
1567,2617,222,7,126.85,2,4,4,244,10,Big Spenders
1430,2475,50,6,126.8,4,4,4,444,12,Best Customers
3025,4107,45,4,126.64999999999999,4,3,4,434,11,Big Spenders
2876,3954,323,2,126.5,1,1,4,114,6,Big Spenders
762,1783,176,6,126.24000000000001,2,4,4,244,10,Big Spenders
3098,4182,131,6,126.10000000000001,3,4,4,344,11,Big Spenders
831,1853,213,4,126.1,2,3,4,234,9,Big Spenders
279,1289,52,4,125.9,4,3,4,434,11,Big Spenders
719,1740,404,7,125.8,1,4,4,144,9,Big Spenders
672,1690,131,6,125.8,3,4,4,344,11,Big Spenders
3676,4776,66,4,125.7,3,3,4,334,10,Big Spenders
684,1703,312,3,125.6,1,2,4,124,7,Big Spenders
1460,2507,0,4,125.6,4,3,4,434,11,Big Spenders
1641,2692,82,3,125.6,3,2,4,324,9,Big Spenders
3620,4718,117,3,125.49000000000001,3,2,4,324,9,Big Spenders
2826,3903,85,6,125.4,3,4,4,344,11,Big Spenders
1895,2950,81,6,125.34,3,4,4,344,11,Big Spenders
1547,2597,137,7,125.25,3,4,4,344,11,Big Spenders
2542,3613,86,4,125.24000000000001,3,3,4,334,10,Big Spenders
2697,3769,306,4,125.15,1,3,4,134,8,Big Spenders
3471,4569,156,3,125.14,2,2,4,224,8,Big Spenders
2833,3910,12,4,125.14,4,3,4,434,11,Big Spenders
233,1242,16,6,125.11,4,4,4,444,12,Best Customers
747,1768,117,7,125.01,3,4,4,344,11,Big Spenders
3028,4110,32,6,124.94999999999999,4,4,4,444,12,Best Customers
3835,4938,20,6,124.87,4,4,4,444,12,Best Customers
512,1523,277,3,124.75,2,2,4,224,8,Big Spenders
2233,3297,223,5,124.7,2,3,4,234,9,Big Spenders
3034,4117,20,6,124.64,4,4,4,444,12,Best Customers
48,1050,240,6,124.6,2,4,4,244,10,Big Spenders
2584,3655,317,2,124.6,1,1,4,114,6,Big Spenders
732,1753,131,7,124.50000000000001,3,4,4,344,11,Big Spenders
276,1286,140,7,124.45,3,4,4,344,11,Big Spenders
337,1347,106,4,124.4,3,3,4,334,10,Big Spenders
1420,2465,3,2,124.3,4,1,4,414,9,Big Spenders
333,1343,59,4,124.22,3,3,4,334,10,Big Spenders
121,1126,227,3,124.20000000000002,2,2,4,224,8,Big Spenders
2991,4073,58,5,124.2,3,3,4,334,10,Big Spenders
3138,4223,84,7,124.2,3,4,4,344,11,Big Spenders
3621,4719,2,7,124.1,4,4,4,444,12,Best Customers
1852,2907,376,7,124.05,1,4,4,144,9,Big Spenders
3482,4580,31,2,124.02000000000001,4,1,4,414,9,Big Spenders
1531,2580,43,5,124.0,4,3,4,434,11,Big Spenders
2468,3539,340,6,124.0,1,4,4,144,9,Big Spenders
204,1213,107,3,123.7,3,2,4,324,9,Big Spenders
260,1269,91,5,123.62,3,3,4,334,10,Big Spenders
1998,3054,185,7,123.6,2,4,4,244,10,Big Spenders
3752,4853,87,5,123.6,3,3,4,334,10,Big Spenders
1656,2707,73,7,123.56,3,4,4,344,11,Big Spenders
3272,4362,172,6,123.55000000000001,2,4,4,244,10,Big Spenders
1486,2534,52,6,123.52000000000001,4,4,4,444,12,Best Customers
2077,3137,128,8,123.5,3,4,4,344,11,Big Spenders
2391,3460,36,4,123.5,4,3,4,434,11,Big Spenders
1985,3041,106,5,123.49000000000001,3,3,4,334,10,Big Spenders
486,1497,81,4,123.41999999999999,3,3,4,334,10,Big Spenders
2295,3360,46,3,123.39999999999999,4,2,4,424,10,Big Spenders
2612,3683,25,5,123.12,4,3,4,434,11,Big Spenders
1986,3042,3,7,123.10000000000001,4,4,4,444,12,Best Customers
2790,3863,200,6,122.92,2,4,4,244,10,Big Spenders
3107,4191,57,6,122.8,4,4,4,444,12,Best Customers
3661,4760,272,4,122.7,2,3,4,234,9,Big Spenders
2234,3298,218,4,122.69999999999999,2,3,4,234,9,Big Spenders
2823,3900,10,5,122.64,4,3,4,434,11,Big Spenders
3638,4736,162,4,122.60000000000001,2,3,4,234,9,Big Spenders
490,1501,135,4,122.60000000000001,3,3,4,334,10,Big Spenders
1266,2303,518,3,122.6,1,2,4,124,7,Big Spenders
3248,4336,81,6,122.5,3,4,4,344,11,Big Spenders
1135,2167,22,4,122.4,4,3,4,434,11,Big Spenders
2722,3794,34,4,122.39999999999999,4,3,4,434,11,Big Spenders
3545,4643,28,6,122.14999999999999,4,4,4,444,12,Best Customers
2834,3911,129,6,122.03999999999999,3,4,4,344,11,Big Spenders
1463,2510,92,4,121.80000000000001,3,3,4,334,10,Big Spenders
1621,2672,34,5,121.8,4,3,4,434,11,Big Spenders
3354,4448,358,5,121.7,1,3,4,134,8,Big Spenders
673,1692,185,6,121.64999999999999,2,4,4,244,10,Big Spenders
2742,3814,162,3,121.64,2,2,4,224,8,Big Spenders
1270,2307,184,4,121.62,2,3,4,234,9,Big Spenders
2478,3549,151,8,121.6,2,4,4,244,10,Big Spenders
1796,2850,278,4,121.6,2,3,4,234,9,Big Spenders
3525,4623,175,7,121.39999999999999,2,4,4,244,10,Big Spenders
3785,4886,338,4,121.31,1,3,4,134,8,Big Spenders
201,1209,414,4,121.28999999999999,1,3,4,134,8,Big Spenders
1299,2338,22,3,121.2,4,2,4,424,10,Big Spenders
3865,4968,47,3,121.2,4,2,4,424,10,Big Spenders
1283,2321,197,4,121.2,2,3,4,234,9,Big Spenders
